model,cv_splits,accuracy_mean,accuracy_std,precision_w_mean,precision_w_std,recall_w_mean,recall_w_std,f1_w_mean,f1_w_std,fit_time_mean,score_time_mean
MLP,5,0.7192576117800445,0.009444563666851466,0.7116597589632883,0.00838517981739721,0.7192576117800445,0.009444563666851466,0.7148176858613744,0.008596617414449807,7.877150249481201,0.008197498321533204
