model,cv_splits,accuracy_mean,accuracy_std,precision_w_mean,precision_w_std,recall_w_mean,recall_w_std,f1_w_mean,f1_w_std,fit_time_mean,score_time_mean
GaussianNB,5,0.6826359383388296,0.010764463846811538,0.6625057187409928,0.011984239734765208,0.6826359383388296,0.010764463846811538,0.6674076922834619,0.010663901750184718,0.012343406677246094,0.004378271102905273
