model,cv_splits,accuracy_mean,accuracy_std,precision_w_mean,precision_w_std,recall_w_mean,recall_w_std,f1_w_mean,f1_w_std,fit_time_mean,score_time_mean
LogisticRegression,5,0.7619784237032492,0.005901514114447738,0.7418362868756712,0.008066240623187736,0.7619784237032492,0.005901514114447738,0.7443376617850269,0.0068894817517273325,0.054435014724731445,0.005759239196777344
