model,cv_splits,accuracy_mean,accuracy_std,precision_w_mean,precision_w_std,recall_w_mean,recall_w_std,f1_w_mean,f1_w_std,fit_time_mean,score_time_mean
SVM,5,0.7610731906843571,0.006638347116589012,0.7481053534932932,0.008864266170245655,0.7610731906843571,0.006638347116589012,0.7450241227355576,0.006083900984030685,0.46276192665100097,0.3250309467315674
