model,cv_splits,accuracy_mean,accuracy_std,precision_w_mean,precision_w_std,recall_w_mean,recall_w_std,f1_w_mean,f1_w_std,fit_time_mean,score_time_mean
RandomForest,5,0.7728274151903264,0.009301560577593923,0.7579606930603475,0.009837790838409324,0.7728274151903264,0.009301560577593923,0.7567909176232003,0.0075375350951890395,1.3078679084777831,0.082004976272583
